virus tax id	virus name	virus lineage	taxid_name	host name	host lineage
2969609	Pseudomonas phage vB_PaeM_FBPa5	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	2969609_vB_PaeM_FBPa5	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2945964	Pseudomonas phage vB_PaeM_FBPa50	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2945964_vB_PaeM_FBPa50	['Pseudomonas aeruginosa', 'Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2500798	Pseudomonas phage vB_PaeM_fHoPae01	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2500798_vB_PaeM_fHoPae01	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1983539	Pseudomonas phage vB_PaeM_G1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Nankokuvirus; Nankokuvirus G1	1983539_vB_PaeM_G1	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2781362	Pseudomonas phage vB_PaeM_kmuB	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Phikzvirus; unclassified Phikzvirus	2781362_vB_PaeM_kmuB	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2488595	Pseudomonas phage vB_PaeM_LCK69	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	2488595_vB_PaeM_LCK69	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2099648	Pseudomonas phage vB_PaeM_LS1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus LS1	2099648_vB_PaeM_LS1	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1639815	Pseudomonas phage vB_PaeM_MAG1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; Pakpunavirus MAG1	1639815_vB_PaeM_MAG1	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2567864	Pseudomonas phage vB_PaeM_MIJ3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2567864_vB_PaeM_MIJ3	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
3061309	Pseudomonas phage vB_PaeM_P1420	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	3061309_vB_PaeM_P1420	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2163605	Pseudomonas phage vB_PaeM_PA5oct	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2163605_vB_PaeM_PA5oct	['Pseudomonas', 'Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae', 'Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1548901	Pseudomonas phage vB_PaeM_PAO1_Ab03	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Nankokuvirus; Nankokuvirus Ab03	1548901_vB_PaeM_PAO1_Ab03	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1548909	Pseudomonas phage vB_PaeM_PAO1_Ab04	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Nankokuvirus; Nankokuvirus Ab03	1548909_vB_PaeM_PAO1_Ab04	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1548910	Pseudomonas phage vB_PaeM_PAO1_Ab06	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Nankokuvirus; Nankokuvirus Ab03	1548910_vB_PaeM_PAO1_Ab06	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1548904	Pseudomonas phage vB_PaeM_PAO1_Ab17	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Nankokuvirus; Nankokuvirus Ab03	1548904_vB_PaeM_PAO1_Ab17	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1548907	Pseudomonas phage vB_PaeM_PAO1_Ab27	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus LS1	1548907_vB_PaeM_PAO1_Ab27	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2601632	Pseudomonas phage vB_PaeM_PS119XW	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2601632_vB_PaeM_PS119XW	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
1542092	Pseudomonas phage vB_PaeM_PS24	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Nankokuvirus; Nankokuvirus PS24	1542092_vB_PaeM_PS24	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2508865	Pseudomonas phage vB_PaeM_SCUT-S1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus S1	2508865_vB_PaeM_SCUT-S1	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2508866	Pseudomonas phage vB_PaeM_SCUT-S2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	2508866_vB_PaeM_SCUT-S2	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2664210	Pseudomonas phage vB_PaeM_SMS12	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus PA8P1	2664210_vB_PaeM_SMS12	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2664211	Pseudomonas phage vB_PaeM_SMS21	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus PA8P1	2664211_vB_PaeM_SMS21	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2664212	Pseudomonas phage vB_PaeM_SMS29	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus PA8P1	2664212_vB_PaeM_SMS29	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2743936	Pseudomonas phage vB_PaeM_USP_1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; Pbunavirus USP1	2743936_vB_PaeM_USP_1	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2743937	Pseudomonas phage vB_PaeM_USP_18	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2743937_vB_PaeM_USP_18	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2743938	Pseudomonas phage vB_PaeM_USP_2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2743938_vB_PaeM_USP_2	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2743939	Pseudomonas phage vB_PaeM_USP_25	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2743939_vB_PaeM_USP_25	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2743940	Pseudomonas phage vB_PaeM_USP_3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2743940_vB_PaeM_USP_3	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2813168	Pseudomonas phage vB_PaeM_V523	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2813168_vB_PaeM_V523	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2813169	Pseudomonas phage vB_PaeM_V524	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pbunavirus; unclassified Pbunavirus	2813169_vB_PaeM_V524	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2914860	Pseudomonas phage vB_PaeM_VL12	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Nankokuvirus; Nankokuvirus KPP10	2914860_vB_PaeM_VL12	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2161784	Pseudomonas phage vB_PaeP_130_113	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus pv130113	2161784_vB_PaeP_130_113	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2951358	Pseudomonas phage vB_PaeP_4029	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	2951358_vB_PaeP_4029	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2951359	Pseudomonas phage vB_PaeP_4032	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	2951359_vB_PaeP_4032	['Pseudomonas aeruginosa ATCC 15442']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2951360	Pseudomonas phage vB_PaeP_4034	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	2951360_vB_PaeP_4034	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2663027	Pseudomonas phage vB_PaeP_ASP23	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus 15pyo	2663027_vB_PaeP_ASP23	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1229675	Pseudomonas phage vB_PaeP_C1-14_Or	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	1229675_vB_PaeP_C1-14_Or	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1476391	Pseudomonas phage vB_PaeP_C2-10_Ab09	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; Litunavirus Ab09	1476391_vB_PaeP_C2-10_Ab09	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1548906	Pseudomonas phage vB_PaeP_C2-10_Ab22	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; Bruynoghevirus Ab22	1548906_vB_PaeP_C2-10_Ab22	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2034344	Pseudomonas phage vB_PaeP_DEV	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; Litunavirus Ab09	2034344_vB_PaeP_DEV	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2034343	Pseudomonas phage vB_PaeP_E220	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Hollowayvirus; unclassified Hollowayvirus	2034343_vB_PaeP_E220	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2969610	Pseudomonas phage vB_PaeP_FBPa1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	2969610_vB_PaeP_FBPa1	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2969611	Pseudomonas phage vB_PaeP_FBPa18	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; unclassified Phikmvvirus	2969611_vB_PaeP_FBPa18	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2969612	Pseudomonas phage vB_PaeP_FBPa19	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2969612_vB_PaeP_FBPa19	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2969613	Pseudomonas phage vB_PaeP_FBPa25	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; unclassified Phikmvvirus	2969613_vB_PaeP_FBPa25	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2969614	Pseudomonas phage vB_PaeP_FBPa29	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	2969614_vB_PaeP_FBPa29	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2969615	Pseudomonas phage vB_PaeP_FBPa48	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fredfastierviridae; Jamesmcgillvirus; unclassified Jamesmcgillvirus	2969615_vB_PaeP_FBPa48	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2969616	Pseudomonas phage vB_PaeP_FBPa6	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; unclassified Phikmvvirus	2969616_vB_PaeP_FBPa6	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2969617	Pseudomonas phage vB_PaeP_FBPa8	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Zobellviridae; Paundecimvirus; unclassified Paundecimvirus	2969617_vB_PaeP_FBPa8	['Pseudomonas sp.']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas']
2811507	Pseudomonas phage vB_PaeP_fHoPae04	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	2811507_vB_PaeP_fHoPae04	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2686072	Pseudomonas phage vB_PaeP_Lx18	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus 15pyo	2686072_vB_PaeP_Lx18	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1639814	Pseudomonas phage vB_PaeP_MAG4	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	1639814_vB_PaeP_MAG4	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3025372	Pseudomonas phage vB_PaeP_P1G	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; unclassified Phikmvvirus	3025372_vB_PaeP_P1G	['Pseudomonas aeruginosa PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1234701	Pseudomonas phage vB_PaeP_p2-10_Or1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; Bruynoghevirus PaP3	1234701_vB_PaeP_p2-10_Or1	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2939766	Pseudomonas phage vB_PaeP_PaCe	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Bruynoghevirus; unclassified Bruynoghevirus	2939766_vB_PaeP_PaCe	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1548908	Pseudomonas phage vB_PaeP_PAO1_1-15pyo	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus 15pyo	1548908_vB_PaeP_PAO1_1-15pyo	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
1548902	Pseudomonas phage vB_PaeP_PAO1_Ab05	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus Ab05	1548902_vB_PaeP_PAO1_Ab05	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2696344	Pseudomonas phage vB_PaeP_PE3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus LUZ19	2696344_vB_PaeP_PE3	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
1527525	Pseudomonas phage vB_PaeP_PPA-ABTNL	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus ABTNL	1527525_vB_PaeP_PPA-ABTNL	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
3018996	Pseudomonas phage vB_PaeP_PS28	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; unclassified Schitoviridae	3018996_vB_PaeP_PS28	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2034342	Pseudomonas phage vB_PaeP_PYO2	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	2034342_vB_PaeP_PYO2	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
2664213	Pseudomonas phage vB_PaeP_SPCB	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus PT5	2664213_vB_PaeP_SPCB	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2664214	Pseudomonas phage vB_PaeP_SPCG	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Autographiviridae; Krylovirinae; Phikmvvirus; Phikmvvirus PT5	2664214_vB_PaeP_SPCG	['Pseudomonas aeruginosa PAO1']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2530025	Pseudomonas phage vB_PaeP_TF17	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Fredfastierviridae; Jamesmcgillvirus; unclassified Jamesmcgillvirus	2530025_vB_PaeP_TF17	['Pseudomonas']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae']
1449437	Pseudomonas phage vB_PaeP_Tr60_Ab31	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	1449437_vB_PaeP_Tr60_Ab31	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2924712	Pseudomonas phage vB_PaeP_TUMS_P10	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Luzseptimavirus; Luzseptimavirus KPP21	2924712_vB_PaeP_TUMS_P10	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2873372	Pseudomonas phage vB_PaeP_TUMS_P121	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	2873372_vB_PaeP_TUMS_P121	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2894395	Pseudomonas phage VB_PaeP_VL1	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Schitoviridae; Migulavirinae; Litunavirus; unclassified Litunavirus	2894395_VB_PaeP_VL1	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
2588095	Pseudomonas phage vB_PaeP_YA3	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; unclassified Caudoviricetes	2588095_vB_PaeP_YA3	['Pseudomonas aeruginosa UCBPP-PA14']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group; Pseudomonas aeruginosa']
2924904	Pseudomonas phage vB_Paer_Ps12	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota; Caudoviricetes; Pakpunavirus; unclassified Pakpunavirus	2924904_vB_Paer_Ps12	['Pseudomonas aeruginosa']	['Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group']
